FlyBase,GenetID,symbol,Affymetrix IDs (note: // was used to separate Affy probes which owned by one gene),chrom,star_chrom,end_chrom,bam_testis_RPKM,wt_testis_RPKM,bam_ovary_RPKM,wt_ovary_RPKM,male_carcass_RPKM,female_carcass_RPKM
FBgn0030486,CG1716,Set2,1630329_at,chrX,13307311,13315061,26.324,44.6568,29.8422,60.1292,8.8741,8.5515
FBgn0003366,CG18085,sev,1637717_at,chrX,10965474,10980332,68.2634,6.45965,10.5608,9.25173,9.36701,6.42047
FBgn0025571,CG5836,SF1,1631141_at,chr3R,13366145,13370873,106.067,43.6598,62.5225,114.062,31.1936,33.1331
FBgn0040284,CG6987,SF2,1634975_at,chr3R,12165849,12167706,116.098,44.1313,116.226,158.767,47.9061,47.8574
FBgn0020251,CG8339,sfl,1631534_at,chr3L,6488830,6542346,20.475,9.03711,39.2312,20.9913,16.8449,18.2513
FBgn0032475,CG16975,Sfmbt,1636691_a_at,chr2L,13169643,13176783,75.3448,10.3007,44.0042,52.8544,10.5709,9.9949
FBgn0003371,CG2621,sgg,1630774_s_at//1623084_at//1625322_at,chrX,2527983,2571890,35.5511,28.6867,26.6949,24.3188,46.1609,39.5316
FBgn0010851,CG10072,sgl,1629352_at,chr3L,6952647,6957902,41.3216,7.1742,43.1108,53.2644,47.3945,56.9391
FBgn0003372,CG3047,Sgs1,1638419_at,chr2L,4937409,4941424,0,0.0257533,0.0259242,0.0776814,0.026052,0
FBgn0003373,CG11720,Sgs3,1624308_at,chr3L,11505321,11506503,0,0,0,0,0,0.0927804
FBgn0003374,CG12181,Sgs4,1626630_at,chrX,3143534,3145073,0.132791,0,0.332554,0.0664327,0,0
FBgn0003375,CG7596,Sgs5,1634997_at,chr3R,13421112,13421766,0,0,0,0,0.190614,0
FBgn0003377,CG18087,Sgs7,1631053_at,chr3L,11502961,11503347,0,0.316982,0,0,0,0
FBgn0003378,CG6132,Sgs8,1638108_at,chr3L,11502067,11502494,0,0.283429,0.570622,0,0,0
FBgn0032640,CG5094,Sgt,1626367_at,chr2L,17473483,17474773,143.988,228.25,130.354,172.756,91.2111,84.0802
FBgn0003380,CG12348,Sh,1626802_a_at//1623933_at//1623917_a_at//1641501_a_at,chrX,17823074,17933532,0.499385,0.372715,0.291814,0.0416387,12.2747,8.71841
FBgn0035772,CG8582,Sh3beta,1625453_a_at,chr3L,7359924,7362355,65.337,40.8881,73.6149,78.9201,94.8623,104.072
FBgn0040475,CG6757,SH3PX1,1630606_at,chr3L,9703515,9706923,77.7455,21.1173,44.4691,61.9837,41.1438,40.9261
FBgn0003382,CG13209,sha,1623668_at,chr2R,7216767,7223482,0.0418968,1.08401,0,0,0.92788,0.865076
FBgn0003383,CG1066,Shab,1638535_a_at,chr3L,2895214,2953445,3.25157,4.37639,10.6855,1.61499,37.6073,35.389
FBgn0085387,CG34358,shakB,#N/A,chrX,20642289,20697483,0.217973,0.0985961,9.09135,1.05082,6.52298,4.63039
FBgn0005564,CG9262,Shal,1638398_at,chr3L,19561538,19577680,1.17993,2.28127,13.6771,1.99013,11.5047,11.5787
FBgn0015295,CG18247,shark,1623473_at,chr2R,12086928,12090388,20.9131,4.29032,24.2369,43.5559,9.26318,8.78202
FBgn0003386,CG2822,Shaw,1632961_at//1623070_a_at,chr2L,3718187,3727587,4.32441,9.28244,13.1032,1.3946,11.8725,8.4232
FBgn0031039,CG14209,Shawn,#N/A,chrX,19505559,19509647,8.96978,107.429,8.15984,24.0385,5.26462,4.88434
FBgn0015296,CG3715,Shc,1623967_at,chr3L,9420100,9421779,54.2211,41.8198,52.5427,59.4363,25.0649,24.5054
FBgn0003388,CG13478,shd,1635002_at//1638040_at,chr3L,14612545,14614945,2.0279,5.2575,0.481127,2.24262,1.39677,1.72002
FBgn0052423,CG32423,shep,1637552_s_at//1632939_s_at//1636443_s_at,chr3L,5153775,5271044,40.697,13.2394,32.2212,40.5562,25.5025,21.236
FBgn0003390,CG3135,shf,1635403_at,chrX,6665477,6673692,19.4517,5.36126,40.7889,8.11415,31.1706,36.0994
FBgn0003391,CG3722,shg,1639613_at,chr2R,16938107,16944664,66.2334,33.2843,115.991,55.2727,18.4988,19.5929
FBgn0003392,CG18102,shi,1628859_at//1637637_at//1625442_a_at,chrX,15786149,15800285,24.4186,63.3491,48.8813,37.7165,66.5196,58.2817
FBgn0003396,CG7734,shn,1625445_s_at//1628949_at,chr2R,7061325,7104918,50.5516,23.1744,28.9482,26.8204,12.6595,8.83227
FBgn0013733,CG18076,shot,1633745_a_at,chr2R,9751730,9829615,47.2051,9.08602,52.4142,21.7357,54.1111,50.0711
FBgn0086656,CG8055,shrb,1638126_at,chr2R,5029649,5031415,57.9546,50.594,74.0063,51.8406,84.4607,80.6793
FBgn0004391,CG9198,shtd,1632043_a_at,chrX,15349572,15356368,40.0635,29.8096,35.8325,51.3856,3.20905,3.21076
FBgn0003401,CG4735,shu,1630245_at,chr2R,19728980,19730802,93.4814,3.79085,99.6403,76.1097,2.43481,2.13159
FBgn0085372,CG34343,sick,#N/A,chr2L,19856184,19957767,22.7456,14.7527,75.5117,19.4102,16.1603,14.5762
FBgn0032741,CG10446,Side,1638078_at,chr2L,19027712,19030787,0.0466252,31.9219,0.0934123,0.0466513,4.45895,4.7431
FBgn0016061,CG31062,side,1623547_at,chr3R,23202304,23244247,1.16027,1.04638,4.97604,0.399067,5.87658,4.49195
FBgn0085447,CG34418,sif,#N/A,chr3L,5660920,5741139,0.285872,0.561847,0.715919,0.0500555,18.8279,12.3379
FBgn0038880,CG10823,SIFR,1637028_at//1624582_a_at,chr3R,17102557,17119720,0.124795,1.17978,0.0625061,0,0.858459,0.565628
FBgn0004666,CG7771,sim,1625940_s_at,chr3R,8883481,8903950,0.432648,0.487946,56.5441,10.678,0.842034,0.26146
FBgn0015542,CG7951,sima,1641206_at,chr3R,25884036,25947113,58.9244,24.0442,71.9898,54.6651,50.8411,40.6374
FBgn0010762,CG32067,simj,1625325_s_at,chr3L,10657843,10682480,54.3259,36.188,30.3198,47.7005,16.7972,15.7732
FBgn0028402,CG10582,Sin,1635970_at,chr3L,21024915,21026653,65.6773,22.5414,34.2901,59.8264,16.1786,16.5696
FBgn0033935,CG10105,Sin1,1635018_at,chr2R,10299340,10301365,16.9069,14.1628,17.0374,16.7144,16.6641,21.7054
FBgn0022764,CG8815,Sin3A,1630165_s_at//1628903_s_at,chr2R,8462743,8480397,77.7726,13.7775,69.6466,85.7033,29.1256,30.7088
FBgn0003410,CG9949,sina,1632100_s_at,chr3L,16845845,16852050,39.732,55.2725,34.4532,30.3442,33.2051,30.0653
FBgn0010894,CG10624,sinu,1637014_at,chr3L,5552570,5554697,30.7144,9.81031,19.3539,15.1179,15.5594,13.2725
FBgn0024191,CG7238,sip1,1637033_at,chr2L,5721059,5723791,32.9118,41.1822,23.8174,26.0551,4.28389,5.58383
FBgn0010620,CG10939,Sip1,1636440_at,chr2R,13282101,13292678,37.8369,10.0209,86.1911,66.6542,76.6587,65.2366
FBgn0061198,CG30173,SIP1,1634164_at,chr2R,19915538,19916257,51.3459,38.7623,58.9729,30.1162,41.8855,36.1121
FBgn0031878,CG9188,sip2,1630870_s_at,chr2L,6961516,6964073,57.1007,268.008,55.3645,26.3186,0.0878254,0.219681
FBgn0061197,CG13164,SIP2,1627084_s_at,chr2R,8190042,8193774,0.399411,516.705,0.16671,0.0666057,0.234544,0.100572
FBgn0039875,CG1937,sip3,1640897_at,chr3R,27597938,27600519,59.9606,167.134,36.1191,50.0174,34.5495,27.7081
FBgn0061196,CG15468,SIP3,1632999_at,chrX,4853959,4855033,0.856039,115.476,0.666964,1.80821,0.28725,0
FBgn0024291,CG5216,Sir2,1628368_at,chr2L,13165551,13169551,39.0323,11.5808,49.6857,33.1653,21.7335,21.5565
FBgn0038788,CG5085,Sirt2,1626458_at,chr3R,16154192,16155753,18.4048,94.9193,15.5103,19.5113,24.1154,21.1857
FBgn0029783,CG3187,Sirt4,1623881_s_at,chrX,5558661,5560002,11.166,18.9692,16.7781,15.4816,48.2541,50.1275
FBgn0037802,CG6284,Sirt6,1630622_at,chr3R,6086509,6087462,7.50255,0.959916,9.66289,12.976,2.05,2.05109
FBgn0039631,CG11305,Sirt7,1634078_at,chr3R,24881654,24884926,10.3488,12.1648,9.83,8.37753,2.19146,2.49623
FBgn0003411,CG1641,sisA,1623391_at,chrX,11215612,11216379,79.749,14.9712,0.266736,0.666057,1.34025,0
FBgn0027364,CG3871,Six4,1640844_s_at,chr3L,20781986,20785868,34.7314,5.58525,9.79733,77.675,0.167823,0.0559708
FBgn0026179,CG32434,siz,1626591_at//1629649_at,chr3L,21027639,21068542,41.3159,21.6249,22.3179,21.2748,33.0978,27.3796
FBgn0029761,CG10706,SK,1625065_s_at//1635657_s_at//1627752_s_at,chrX,5234271,5295175,3.04681,1.26082,6.84456,1.14697,7.04531,5.69698
FBgn0030300,CG1747,Sk1,1624404_a_at,chrX,11336574,11340045,2.6317,0.192565,2.5975,1.04552,10.597,14.5397
FBgn0052484,CG32484,Sk2,1624594_at,chr3L,3046956,3050161,113.648,27.1262,38.9499,65.203,18.9859,16.8056
FBgn0003415,CG9936,skd,1631516_s_at//1630269_s_at,chr3L,20987228,21020524,55.7833,18.2271,34.3018,51.9035,10.4838,9.67738
FBgn0020517,CG33676,Skeletor,#N/A,chr3R,6512665,6522190,0.180334,0.777639,0.160575,0.360869,22.6921,21.8566
FBgn0050021,CG30021,skf,1633935_at,chr2R,7113962,7120056,31.785,5.66889,106.716,44.5458,40.2886,41.7719
FBgn0032487,CG15481,Ski6,1626733_at,chr2L,13221394,13222315,26.0613,37.5221,13.331,65.5782,5.24704,8.7125
FBgn0036786,CG13701,skl,1630223_at,chr3L,18431656,18433037,0,0,2.96459,0.148056,3.42608,2.16107
FBgn0025637,CG16983,skpA,1625801_s_at,chrX,550105,551937,42.6735,15.0434,131.875,91.2553,83.9511,101.076
FBgn0026176,CG8881,skpB,1636591_at,chr2R,8026889,8027567,1.97583,96.8356,1.48444,1.97693,87.6823,82.588
FBgn0026175,CG11941,skpC,#N/A,chrX,19710171,19710647,161.626,35.8369,4.50935,1.71583,0,0
FBgn0026174,CG12700,skpD,1641493_at,chrX,19706762,19707421,1.54923,25.592,0,0,0,0.15604
FBgn0031074,CG11942,skpE,1636875_at,chrX,19717529,19718032,140.593,10.2962,2.84518,0,0,0
FBgn0034863,CG12227,skpF,1639319_at,chr2R,19345586,19346282,0,136.495,0,0,0.295355,0
FBgn0016984,CG9985,sktl,1624275_at,chr2R,16714916,16719919,72.5137,31.4207,78.7897,78.0744,41.3264,38.6982
FBgn0003416,CG4200,sl,1628815_at,chrX,16244342,16250520,13.6775,4.52505,22.9555,24.7449,3.92619,4.61619
FBgn0043854,CG9506,slam,1638948_at,chr2L,6372415,6377287,0.84937,0.472336,3.40338,25.9203,0.377222,0.578716
FBgn0005638,CG4354,slbo,1641677_at,chr2R,20219045,20221829,0.624142,0.0730708,0.110334,3.96736,1.77404,1.59009
FBgn0041186,CG11886,Slbp,1629406_at,chr3R,24977793,24978969,65.4174,78.9574,42.8613,73.8879,13.097,14.7651
FBgn0039403,CG14549,Sld5,1636048_at,chr3R,21881409,21882213,29.618,31.9916,28.924,44.0796,3.89551,7.04564
FBgn0037810,CG12819,sle,#N/A,chr3R,6158893,6163995,59.8836,72.2186,55.7649,54.8517,0.980908,1.85618
FBgn0003423,CG1417,slgA,1640090_a_at,chrX,21245368,21256188,44.3499,74.2442,55.8735,87.1197,76.124,65.4508
FBgn0015816,CG3539,Slh,1636044_at,chr2L,2490205,2492666,50.3331,37.6673,40.9525,44.3433,45.2971,44.1825
FBgn0003425,CG8355,sli,#N/A,chr2R,11760176,11809623,22.7496,7.84955,31.3582,7.30317,15.4756,14.6097
FBgn0037203,CG11128,slif,1630957_s_at,chr3L,22874146,22886929,25.172,14.0782,6.71116,66.9677,36.6022,41.8627
FBgn0035001,CG4527,slik,1623189_at//1633461_at,chr2R,20279652,20290211,87.6863,57.1237,56.5187,62.4046,30.9865,29.7151
FBgn0026173,CG5186,slim,1625830_a_at,chr2R,14328462,14333037,76.2161,121.542,53.9105,48.922,60.4951,58.8968
FBgn0024728,CG1783,Slip1,1623023_at,chr4,684214,690510,22.7738,25.4467,30.0346,17.8345,20.7235,20.6261
FBgn0038524,CG7623,sll,1636606_at,chr3R,13431824,13434266,19.332,21.9423,22.653,36.9924,13.6794,12.6021
FBgn0023423,CG3412,slmb,1635960_at,chr3R,16944973,16953202,73.4622,96.296,49.98,71.3916,38.7763,37.2026
FBgn0029161,CG9131,slmo,1637285_s_at,chr2L,6046646,6048505,84.7785,174.77,56.003,132.544,202.901,197.329
FBgn0003429,CG10693,slo,1637301_a_at,chr3R,20490086,20533786,0.843147,1.6606,14.4288,1.37088,32.5893,26.2198
FBgn0024290,CG6772,Slob,1632392_s_at,chr2L,7647035,7675078,0.160215,2.77416,2.56789,0.128244,21.6443,17.6861
FBgn0002941,CG6534,slou,1629368_at,chr3R,17374375,17383004,0,0.0366275,0.0737413,0,1.29683,1.48288
FBgn0003430,CG16738,slp1,1640129_at,chr2L,3825680,3827137,0.0701297,0.418729,0.913269,0.210507,4.58885,2.26033
FBgn0004567,CG2939,slp2,1627053_at,chr2L,3836842,3839201,0.0433259,0.0431149,0.0868022,0,1.57014,1.26551
FBgn0030018,CG2272,slpr,1637966_at,chrX,8064694,8071187,35.8898,15.2696,33.1574,48.93,12.1969,10.5776
FBgn0086906,CG1915,sls,1635445_at//1634102_at//1628671_a_at,chr3L,2040179,2115617,8.2726,18.9699,40.1785,5.52246,45.9901,43.3158
FBgn0025469,CG8717,slv,1637508_at,chr2R,3968062,3969875,30.9297,9.16824,14.2557,15.9674,33.372,15.9906
FBgn0003435,CG9218,sm,1623699_a_at,chr2R,15417386,15519007,16.9696,293.465,14.8901,12.4108,24.4114,16.8876
FBgn0010083,CG5352,SmB,1626173_at,chr2L,10425483,10426791,63.7425,6.92774,69.8462,105.571,16.7537,17.5296
FBgn0040283,CG6057,SMC1,1628112_at,chr3R,19884024,19888538,51.8045,9.49851,61.325,30.3779,14.2682,17.1205
FBgn0027783,CG10212,SMC2,1634149_at,chr2R,10736094,10740155,52.4855,11.4638,63.0974,22.8051,1.85437,1.49536
FBgn0052438,CG32438,Smc5,1623104_at//1623590_s_at,chr3L,21562309,21566624,27.9417,36.9583,25.3078,15.3183,2.84211,2.66773
FBgn0023167,CG8427,SmD3,1635915_at,chr2R,8056231,8057514,119.719,65.0938,92.1161,144.991,27.9483,29.3272
FBgn0016070,CG5263,smg,1638005_s_at,chr3L,8983643,8991075,29.9606,38.7274,17.2243,180.024,8.09234,7.05192
FBgn0052743,CG32743,Smg1,1635062_at,chrX,6718671,6732283,52.3343,29.6418,40.8567,40.4615,7.44304,8.77718
FBgn0019890,CG8954,Smg5,1627564_s_at,chr2L,13899353,13904659,39.3159,65.4984,47.2934,32.8702,54.7774,49.9003
FBgn0039260,CG6369,Smg6,1632464_at,chr3R,20855145,20859177,41.4749,48.7519,45.2028,29.027,40.1015,37.1635
FBgn0016926,CG4710,smi21F,1633794_a_at,chr2L,1114652,1128953,66.0859,55.0555,98.0586,89.2579,119.402,86.3859
FBgn0016930,CG4551,smi35A,1625183_at,chr2L,14184478,14234108,48.2939,36.2752,67.7938,21.1229,108.435,88.5786
FBgn0016983,CG8571,smid,1624482_at,chr3L,7374953,7378743,116.529,20.594,108.659,140.397,15.5435,16.6882
FBgn0036641,CG16725,Smn,1626813_at,chr3L,16573513,16574340,108.671,53.3333,86.5925,95.6342,17.7768,17.7863
FBgn0003444,CG11561,smo,1634442_at,chr2L,277588,282167,15.2275,4.34769,27.1039,18.6105,4.16664,4.68353
FBgn0025800,CG2262,Smox,1629290_at,chrX,8032405,8036274,71.8534,29.6667,73.4079,62.8055,25.2104,22.7406
FBgn0038257,CG7390,smp-30,1635450_a_at//1636973_at,chr3R,10571623,10573043,8.33141,7.8721,7.84006,0.58942,241.698,205.125
FBgn0024308,CG4013,Smr,1630101_s_at,chrX,12580031,12636476,60.5108,6.52864,63.4464,65.56,14.5553,13.3142
FBgn0052380,CG32380,SMSr,1626584_a_at,chr3L,7367142,7374617,82.6028,143.273,24.9236,50.8581,11.1317,10.061
FBgn0026170,CG4494,smt3,1631541_at,chr2L,6966776,6967593,352.877,99.7044,283.439,234.746,97.4595,104.466
FBgn0003447,CG32858,sn,1622932_s_at,chrX,7858057,7880134,48.4195,24.3796,31.9039,54.8131,22.8813,25.0526
FBgn0003448,CG3956,sna,1636646_at,chr2L,15476593,15478269,0,0,0.122155,0,0,0
FBgn0086129,CG3231,snama,1625126_at,chr2R,19974129,19979542,36.3414,31.0756,36.3005,31.0633,11.2103,12.1837
FBgn0011712,CG6625,Snap,1632291_at,chr3L,20306734,20309678,42.1055,30.0483,63.0698,44.7498,93.678,91.1396
FBgn0028401,CG9474,Snap24,1635597_at,chr3R,5587688,5588636,39.1111,12.3302,51.1593,50.1291,50.2184,48.6173
FBgn0011288,CG40452,Snap25,1638558_a_at,chr3L,24067329,24292305,0.093549,0.27928,0.281134,0.0468007,34.0907,26.995
FBgn0031455,CG9958,snapin,1638104_a_at,chr2L,2758427,2759710,28.2698,6.65662,23.054,38.4844,14.9908,14.5977
FBgn0036349,CG14112,SNCF,1627407_at,chr3L,13371685,13372299,0,0.992694,0,0,0,0
FBgn0003449,CG4528,snf,1634194_at,chrX,5203280,5204533,103.483,37.3128,102.797,101.566,40.8497,46.2134
FBgn0023169,CG3051,SNF1A,1629357_s_at,chrX,1269580,1272890,69.1996,59.4244,72.2431,91.7582,71.2037,76.8998
FBgn0025803,CG17299,SNF4Agamma,1626570_s_at,chr3R,16966463,17038413,36.5245,13.1647,30.2218,49.6444,34.0969,32.9315
FBgn0030026,CG10964,sni,1627015_at,chrX,8135531,8137337,26.8258,6.77051,35.5377,37.9273,15.0679,15.7612
FBgn0003450,CG7996,snk,1624664_at,chr3R,8865881,8868492,0,2.25957,0.284321,11.6435,0.142861,0.0714686
FBgn0037338,CG10018,Snm1,1628679_at,chr3R,1380812,1383514,15.7185,2.16157,20.6515,17.5055,1.35174,1.4718
FBgn0065107,CR33915,snmRNA:128,#N/A,chr2L,5196035,5196097,45.444,226.114,81.291,22.7348,42.4796,40.8676
FBgn0065105,CR33707,snmRNA:157,#N/A,chr3R,23386650,23386692,0,0,0,0,0,0
FBgn0065104,CR33749,snmRNA:158,#N/A,chr2L,5206205,5206361,20.8406,23.9796,43.0583,16.2908,55.0716,37.3899
FBgn0065102,CR33916,snmRNA:184,#N/A,chr2R,17223015,17223049,122.699,31.9789,84.8678,116.922,14.7045,11.7699
FBgn0065101,CR33657,snmRNA:204,#N/A,chrX,13022629,13022663,49.6638,43.6076,17.5588,29.2304,55.877,58.8493
FBgn0065100,CR33705,snmRNA:254,#N/A,chr2L,21680670,21680700,9.89507,0,3.30408,16.501,0,0
FBgn0065099,CR33925,snmRNA:331,#N/A,chr3R,3300565,3300674,139.431,25.9003,27.0034,8.37052,0.93574,3.74495
FBgn0065098,CR33682,snmRNA:342,#N/A,chr3R,19555784,19556012,50.0083,3.55462,4.92005,2.23376,4.04534,2.69833
FBgn0065097,CR33659,snmRNA:357,#N/A,chr3L,5560985,5561061,520.541,261.646,348.516,78.3906,709.826,742.303
FBgn0065096,CR33712,snmRNA:359,#N/A,chr2L,19403535,19403568,21.0513,2.99268,304.267,51.1532,145.315,175.682
FBgn0065095,CR33699,snmRNA:400,#N/A,chrX,1452382,1452433,7.86532,1.95675,7.87897,11.8046,5.93835,7.92202
FBgn0065094,CR33917,snmRNA:419,#N/A,chr3R,8188638,8188711,13.8174,5.50006,127.341,12.4427,166.916,197.622
FBgn0053727,CR33727,snmRNA:430:CR33727,#N/A,chr2L,21423876,21423911,0,0,0,0,0,0
FBgn0053728,CR33728,snmRNA:430:CR33728,#N/A,chr2L,21433984,21434019,0,0,0,0,0,0
FBgn0053729,CR33729,snmRNA:430:CR33729,#N/A,chr2L,21453073,21453108,0,0,0,0,0,0
FBgn0053730,CR33730,snmRNA:430:CR33730,#N/A,chr2L,21458134,21458169,0,0,0,0,0,0
FBgn0053731,CR33731,snmRNA:430:CR33731,#N/A,chr2L,21463194,21463229,0,0,0,0,0,0
FBgn0053732,CR33732,snmRNA:430:CR33732,#N/A,chr2L,21468237,21468272,0,0,0,0,0,0
FBgn0053733,CR33733,snmRNA:430:CR33733,#N/A,chr2L,21473280,21473315,0,0,0,0,0,0
FBgn0053734,CR33734,snmRNA:430:CR33734,#N/A,chr2L,21478323,21478358,0,0,0,0,0,0
FBgn0053735,CR33735,snmRNA:430:CR33735,#N/A,chr2L,21483366,21483401,0,0,0,0,0,0
FBgn0053736,CR33736,snmRNA:430:CR33736,#N/A,chr2L,21488517,21488552,0,0,0,0,0,0
FBgn0053737,CR33737,snmRNA:430:CR33737,#N/A,chr2L,21493562,21493597,0,0,0,0,0,0
FBgn0053738,CR33738,snmRNA:430:CR33738,#N/A,chr2L,21498607,21498642,0,0,0,0,0,0
FBgn0053739,CR33739,snmRNA:430:CR33739,#N/A,chr2L,21503660,21503695,0,0,0,0,0,0
FBgn0053740,CR33740,snmRNA:430:CR33740,#N/A,chr2L,21508705,21508740,0,0,0,0,0,0
FBgn0053741,CR33741,snmRNA:430:CR33741,#N/A,chr2L,21513749,21513784,0,0,0,0,0,0
FBgn0053742,CR33742,snmRNA:430:CR33742,#N/A,chr2L,21518794,21518829,0,0,0,0,0,0
FBgn0053743,CR33743,snmRNA:430:CR33743,#N/A,chr2L,21523637,21523672,0,0,0,0,0,0
FBgn0053744,CR33744,snmRNA:430:CR33744,#N/A,chr2L,21528480,21528515,0,0,0,0,0,0
FBgn0053745,CR33745,snmRNA:430:CR33745,#N/A,chr2L,21533323,21533358,0,0,0,0,0,0
FBgn0053746,CR33746,snmRNA:430:CR33746,#N/A,chr2L,21538367,21538402,0,0,0,0,0,0
FBgn0065092,CR33660,snmRNA:438,#N/A,chr3L,434855,434918,20.7693,4.76958,73.6191,52.7517,56.2906,48.2748
FBgn0083060,CR34156,snmRNA:60Ca,#N/A,chr2R,20073348,20073446,4.13128,1.02779,1.03461,13.4342,1.03971,0
FBgn0083059,CR34101,snmRNA:60Cb,#N/A,chr2R,20073587,20073686,2.04498,0,1.02427,7.16145,0,0
FBgn0065088,CR33683,snmRNA:641,#N/A,chr3L,17661688,17661830,24.311,4.98082,29.3671,27.9017,7.198,7.92202
FBgn0065087,CR33685,snmRNA:649,#N/A,chr3R,8239110,8239168,20.7964,10.3476,29.5127,22.5421,26.169,20.9464
FBgn0065084,CR33711,snmRNA:763,#N/A,chrX,19195736,19195906,3.22892,25.7056,3.23452,0,27.0872,19.5132
FBgn0065083,CR33789,snmRNA:765,#N/A,chr2L,5193471,5193516,22.2281,192.442,73.48,24.4646,46.9904,29.1048
FBgn0065081,CR33793,snmRNA:838,#N/A,chr3L,9709903,9709975,145.67,40.4217,235.721,128.934,172.022,134.023
FBgn0005410,CG1903,sno,1625819_at//1635992_at,chrX,13089532,13105699,17.3022,67.3153,20.3134,22.2839,8.63916,8.01639
FBgn0085450,CG34421,Snoo,#N/A,chr2L,7892316,7984158,9.7221,1.95831,13.3199,4.13669,3.80756,3.65502
FBgn0065076,CR33930,snoRNA:185,#N/A,chr2R,15614603,15614657,7.4363,0,0,1.86012,0,0
FBgn0065073,CR33684,snoRNA:229,#N/A,chr2R,18961352,18961491,8.03386,0,5.12133,11.6922,0,2.94246
FBgn0086039,CR34668,snoRNA:28S-A2113,#N/A,chr2L,19008611,19008683,14.0067,0,5.61242,23.8248,2.82004,4.23231
FBgn0086075,CR34704,snoRNA:28S-G3253,#N/A,chr3L,9503820,9503907,3.48576,0,3.49182,10.4632,1.16967,2.3406
FBgn0065070,CR33638,snoRNA:291,#N/A,chr3R,24638290,24638363,8.29047,2.75003,1.38414,1.38252,1.39096,0
FBgn0065059,CR33780,snoRNA:660,#N/A,chr2R,16833475,16833570,357.872,226.82,1971.71,464.641,611.155,617.917
FBgn0065058,CR33794,snoRNA:684,#N/A,chr3L,5756445,5756522,20.9742,0,9.19213,5.24648,0,1.32034
FBgn0044508,CR32807,snoRNA:M,#N/A,chrX,1376525,1376623,7.22973,1.02779,4.13845,40.3025,5.19855,2.08053
FBgn0082952,CR34537,snoRNA:Me18S-A1061,#N/A,chr2R,10510547,10510622,2.69077,0,0,10.7691,0,0
FBgn0065080,CR33634,snoRNA:Me18S-A1374,#N/A,chr3R,15411918,15411985,15.0366,13.4671,122.008,54.1622,19.6781,24.2321
FBgn0086073,CR34702,snoRNA:Me18S-A1494,#N/A,chr3L,5713390,5713521,0,0,0,0,0,0
FBgn0025881,CR31877,snoRNA:Me18S-A1576,#N/A,chr2L,9894795,9894907,3.61944,0,0.90643,7.24293,1.82179,0.911383
FBgn0086029,CR34658,snoRNA:Me18S-A1597,#N/A,chr2R,20138792,20138907,0,0,0.882988,0,0,0
FBgn0086074,CR34703,snoRNA:Me18S-A1806,#N/A,chr3L,7632817,7632894,1.31089,0,3.93948,0,0,0
FBgn0063386,CR32902,snoRNA:Me18S-A28a,#N/A,chr2R,13590607,13590673,4.57832,0,3.05751,6.10784,0,3.07422
FBgn0086056,CR34685,snoRNA:Me18S-A425,#N/A,chr3R,7048563,7048646,23.1278,19.3812,25.6066,65.7684,9.80299,19.6164
FBgn0086041,CR34670,snoRNA:Me18S-A469,#N/A,chr2L,21143854,21143941,0,0,0,0,0,0
FBgn0086045,CR34674,snoRNA:Me18S-A627,#N/A,chrX,10018380,10018478,0,0,0,0,0,0
FBgn0086036,CR34665,snoRNA:Me18S-A934,#N/A,chr2L,11798105,11798195,1.12362,0,5.62784,1.12425,0,0
FBgn0086043,CR34672,snoRNA:Me18S-C1024,#N/A,chrX,1995960,1996058,0,0,1.03461,1.0334,0,0
FBgn0086055,CR34684,snoRNA:Me18S-C1096,#N/A,chr3R,7048127,7048211,18.044,15.5619,3.61506,14.4433,2.42191,2.42321
FBgn0086059,CR34688,snoRNA:Me18S-C1280,#N/A,chr3R,20549548,20549642,0,0,1.07817,0,0,0
FBgn0082951,CR34532,snoRNA:Me18S-C1366,#N/A,chr2R,10509287,10509386,1.02249,0,1.02427,2.04613,1.02931,0
FBgn0065053,CR33674,snoRNA:Me18S-C1831,#N/A,chr2L,4457603,4457674,49.7044,8.47926,29.8744,71.0461,7.14801,12.8733
FBgn0086058,CR34687,snoRNA:Me18S-G1189,#N/A,chr3R,10197397,10197468,0,0,1.42259,0,0,1.43036
FBgn0086053,CR34682,snoRNA:Me18S-G1358a,#N/A,chr3R,5179990,5180064,4.08996,1.35668,0,0,0,0
FBgn0086054,CR34683,snoRNA:Me18S-G1358b,#N/A,chr3R,5181035,5181109,6.81661,1.35668,4.09706,0,1.37242,0
FBgn0063389,CR32874,snoRNA:Me18S-G1620,#N/A,chr2L,9894477,9894544,0,0,0,9.02703,0,0
FBgn0082950,CR34536,snoRNA:Me18S-G1952,#N/A,chr2R,10510307,10510382,0,0,1.34772,0,0,0
FBgn0086030,CR34659,snoRNA:Me18S-G393,#N/A,chr2R,20516150,20516267,0,0,0,0,0,0
FBgn0086052,CR34681,snoRNA:Me18S-G423,#N/A,chr3R,3901353,3901448,0,0,0,0,1.0722,0
FBgn0086035,CR34664,snoRNA:Me18S-G642,#N/A,chr2L,11234835,11234912,0,2.609,0,0,0,0
FBgn0086047,CR34676,snoRNA:Me18S-G894,#N/A,chrX,12391734,12391841,0,0,0,0,0,0
FBgn0086077,CR34706,snoRNA:Me18S-G962,#N/A,chr3L,10994509,10994589,0,0,1.26453,0,0,0
FBgn0082949,CR34644,snoRNA:Me18S-U1356a,#N/A,chr3L,20447107,20447185,1.29429,0,1.29654,6.47509,0,2.60725
